,,DY,RI,PI,MV
MSARGT$,1972-12-22,,,,
MSARGT$,1972-12-25,,,,
MSARGT$,1972-12-26,,,,
MSARGT$,1972-12-27,,,,
MSARGT$,1972-12-28,,,,
MSARGT$,1972-12-29,,,,
MSARGT$,1973-01-01,,,,
MSARGT$,1973-01-02,,,,
MSARGT$,1973-01-03,,,,
MSARGT$,1973-01-04,,,,
MSARGT$,1973-01-05,,,,
MSARGT$,1973-01-08,,,,
MSARGT$,1973-01-09,,,,
MSARGT$,1973-01-10,,,,
MSARGT$,1973-01-11,,,,
MSARGT$,1973-01-12,,,,
MSARGT$,1973-01-15,,,,
MSARGT$,1973-01-16,,,,
MSARGT$,1973-01-17,,,,
MSARGT$,1973-01-18,,,,
MSARGT$,1973-01-19,,,,
MSARGT$,1973-01-22,,,,
MSARGT$,1973-01-23,,,,
MSARGT$,1973-01-24,,,,
MSARGT$,1973-01-25,,,,
MSARGT$,1973-01-26,,,,
MSARGT$,1973-01-29,,,,
MSARGT$,1973-01-30,,,,
MSARGT$,1973-01-31,,,,
MSARGT$,1973-02-01,,,,
MSARGT$,1973-02-02,,,,
MSARGT$,1973-02-05,,,,
MSARGT$,1973-02-06,,,,
MSARGT$,1973-02-07,,,,
MSARGT$,1973-02-08,,,,
MSARGT$,1973-02-09,,,,
MSARGT$,1973-02-12,,,,
MSARGT$,1973-02-13,,,,
MSARGT$,1973-02-14,,,,
MSARGT$,1973-02-15,,,,
MSARGT$,1973-02-16,,,,
MSARGT$,1973-02-19,,,,
MSARGT$,1973-02-20,,,,
MSARGT$,1973-02-21,,,,
MSARGT$,1973-02-22,,,,
MSARGT$,1973-02-23,,,,
MSARGT$,1973-02-26,,,,
MSARGT$,1973-02-27,,,,
MSARGT$,1973-02-28,,,,
MSARGT$,1973-03-01,,,,
MSARGT$,1973-03-02,,,,
MSARGT$,1973-03-05,,,,
MSARGT$,1973-03-06,,,,
MSARGT$,1973-03-07,,,,
MSARGT$,1973-03-08,,,,
MSARGT$,1973-03-09,,,,
MSARGT$,1973-03-12,,,,
MSARGT$,1973-03-13,,,,
MSARGT$,1973-03-14,,,,
MSARGT$,1973-03-15,,,,
MSARGT$,1973-03-16,,,,
MSARGT$,1973-03-19,,,,
MSARGT$,1973-03-20,,,,
MSARGT$,1973-03-21,,,,
MSARGT$,1973-03-22,,,,
MSARGT$,1973-03-23,,,,
MSARGT$,1973-03-26,,,,
MSARGT$,1973-03-27,,,,
MSARGT$,1973-03-28,,,,
MSARGT$,1973-03-29,,,,
MSARGT$,1973-03-30,,,,
MSARGT$,1973-04-02,,,,
MSARGT$,1973-04-03,,,,
MSARGT$,1973-04-04,,,,
MSARGT$,1973-04-05,,,,
MSARGT$,1973-04-06,,,,
MSARGT$,1973-04-09,,,,
MSARGT$,1973-04-10,,,,
MSARGT$,1973-04-11,,,,
MSARGT$,1973-04-12,,,,
MSARGT$,1973-04-13,,,,
MSARGT$,1973-04-16,,,,
MSARGT$,1973-04-17,,,,
MSARGT$,1973-04-18,,,,
MSARGT$,1973-04-19,,,,
MSARGT$,1973-04-20,,,,
MSARGT$,1973-04-23,,,,
MSARGT$,1973-04-24,,,,
MSARGT$,1973-04-25,,,,
MSARGT$,1973-04-26,,,,
MSARGT$,1973-04-27,,,,
MSARGT$,1973-04-30,,,,
MSARGT$,1973-05-01,,,,
MSARGT$,1973-05-02,,,,
MSARGT$,1973-05-03,,,,
MSARGT$,1973-05-04,,,,
MSARGT$,1973-05-07,,,,
MSARGT$,1973-05-08,,,,
MSARGT$,1973-05-09,,,,
MSARGT$,1973-05-10,,,,
MSARGT$,1973-05-11,,,,
MSARGT$,1973-05-14,,,,
MSARGT$,1973-05-15,,,,
MSARGT$,1973-05-16,,,,
MSARGT$,1973-05-17,,,,
MSARGT$,1973-05-18,,,,
MSARGT$,1973-05-21,,,,
MSARGT$,1973-05-22,,,,
MSARGT$,1973-05-23,,,,
MSARGT$,1973-05-24,,,,
MSARGT$,1973-05-25,,,,
MSARGT$,1973-05-28,,,,
MSARGT$,1973-05-29,,,,
MSARGT$,1973-05-30,,,,
MSARGT$,1973-05-31,,,,
MSARGT$,1973-06-01,,,,
MSARGT$,1973-06-04,,,,
MSARGT$,1973-06-05,,,,
MSARGT$,1973-06-06,,,,
MSARGT$,1973-06-07,,,,
MSARGT$,1973-06-08,,,,
MSARGT$,1973-06-11,,,,
MSARGT$,1973-06-12,,,,
MSARGT$,1973-06-13,,,,
MSARGT$,1973-06-14,,,,
MSARGT$,1973-06-15,,,,
MSARGT$,1973-06-18,,,,
MSARGT$,1973-06-19,,,,
MSARGT$,1973-06-20,,,,
MSARGT$,1973-06-21,,,,
MSARGT$,1973-06-22,,,,
MSARGT$,1973-06-25,,,,
MSARGT$,1973-06-26,,,,
MSARGT$,1973-06-27,,,,
MSARGT$,1973-06-28,,,,
MSARGT$,1973-06-29,,,,
MSARGT$,1973-07-02,,,,
MSARGT$,1973-07-03,,,,
MSARGT$,1973-07-04,,,,
MSARGT$,1973-07-05,,,,
MSARGT$,1973-07-06,,,,
MSARGT$,1973-07-09,,,,
MSARGT$,1973-07-10,,,,
MSARGT$,1973-07-11,,,,
MSARGT$,1973-07-12,,,,
MSARGT$,1973-07-13,,,,
MSARGT$,1973-07-16,,,,
MSARGT$,1973-07-17,,,,
MSARGT$,1973-07-18,,,,
MSARGT$,1973-07-19,,,,
MSARGT$,1973-07-20,,,,
MSARGT$,1973-07-23,,,,
MSARGT$,1973-07-24,,,,
MSARGT$,1973-07-25,,,,
MSARGT$,1973-07-26,,,,
MSARGT$,1973-07-27,,,,
MSARGT$,1973-07-30,,,,
MSARGT$,1973-07-31,,,,
MSARGT$,1973-08-01,,,,
MSARGT$,1973-08-02,,,,
MSARGT$,1973-08-03,,,,
MSARGT$,1973-08-06,,,,
MSARGT$,1973-08-07,,,,
MSARGT$,1973-08-08,,,,
MSARGT$,1973-08-09,,,,
MSARGT$,1973-08-10,,,,
MSARGT$,1973-08-13,,,,
MSARGT$,1973-08-14,,,,
MSARGT$,1973-08-15,,,,
MSARGT$,1973-08-16,,,,
MSARGT$,1973-08-17,,,,
MSARGT$,1973-08-20,,,,
MSARGT$,1973-08-21,,,,
MSARGT$,1973-08-22,,,,
MSARGT$,1973-08-23,,,,
MSARGT$,1973-08-24,,,,
MSARGT$,1973-08-27,,,,
MSARGT$,1973-08-28,,,,
MSARGT$,1973-08-29,,,,
MSARGT$,1973-08-30,,,,
MSARGT$,1973-08-31,,,,
MSARGT$,1973-09-03,,,,
MSARGT$,1973-09-04,,,,
MSARGT$,1973-09-05,,,,
MSARGT$,1973-09-06,,,,
MSARGT$,1973-09-07,,,,
MSARGT$,1973-09-10,,,,
MSARGT$,1973-09-11,,,,
MSARGT$,1973-09-12,,,,
MSARGT$,1973-09-13,,,,
MSARGT$,1973-09-14,,,,
MSARGT$,1973-09-17,,,,
MSARGT$,1973-09-18,,,,
MSARGT$,1973-09-19,,,,
MSARGT$,1973-09-20,,,,
MSARGT$,1973-09-21,,,,
MSARGT$,1973-09-24,,,,
MSARGT$,1973-09-25,,,,
MSARGT$,1973-09-26,,,,
MSARGT$,1973-09-27,,,,
MSARGT$,1973-09-28,,,,
MSARGT$,1973-10-01,,,,
MSARGT$,1973-10-02,,,,
MSARGT$,1973-10-03,,,,
MSARGT$,1973-10-04,,,,
MSARGT$,1973-10-05,,,,
MSARGT$,1973-10-08,,,,
MSARGT$,1973-10-09,,,,
MSARGT$,1973-10-10,,,,
MSARGT$,1973-10-11,,,,
MSARGT$,1973-10-12,,,,
MSARGT$,1973-10-15,,,,
MSARGT$,1973-10-16,,,,
MSARGT$,1973-10-17,,,,
MSARGT$,1973-10-18,,,,
MSARGT$,1973-10-19,,,,
MSARGT$,1973-10-22,,,,
MSARGT$,1973-10-23,,,,
MSARGT$,1973-10-24,,,,
MSARGT$,1973-10-25,,,,
MSARGT$,1973-10-26,,,,
MSARGT$,1973-10-29,,,,
MSARGT$,1973-10-30,,,,
MSARGT$,1973-10-31,,,,
MSARGT$,1973-11-01,,,,
MSARGT$,1973-11-02,,,,
MSARGT$,1973-11-05,,,,
MSARGT$,1973-11-06,,,,
MSARGT$,1973-11-07,,,,
MSARGT$,1973-11-08,,,,
MSARGT$,1973-11-09,,,,
MSARGT$,1973-11-12,,,,
MSARGT$,1973-11-13,,,,
MSARGT$,1973-11-14,,,,
MSARGT$,1973-11-15,,,,
MSARGT$,1973-11-16,,,,
MSARGT$,1973-11-19,,,,
MSARGT$,1973-11-20,,,,
MSARGT$,1973-11-21,,,,
MSARGT$,1973-11-22,,,,
MSARGT$,1973-11-23,,,,
MSARGT$,1973-11-26,,,,
MSARGT$,1973-11-27,,,,
MSARGT$,1973-11-28,,,,
MSARGT$,1973-11-29,,,,
MSARGT$,1973-11-30,,,,
MSARGT$,1973-12-03,,,,
MSARGT$,1973-12-04,,,,
MSARGT$,1973-12-05,,,,
MSARGT$,1973-12-06,,,,
MSARGT$,1973-12-07,,,,
MSARGT$,1973-12-10,,,,
MSARGT$,1973-12-11,,,,
MSARGT$,1973-12-12,,,,
MSARGT$,1973-12-13,,,,
MSARGT$,1973-12-14,,,,
MSARGT$,1973-12-17,,,,
MSARGT$,1973-12-18,,,,
MSARGT$,1973-12-19,,,,
MSARGT$,1973-12-20,,,,
MSARGT$,1973-12-21,,,,
MSARGT$,1973-12-24,,,,
MSARGT$,1973-12-25,,,,
MSARGT$,1973-12-26,,,,
MSARGT$,1973-12-27,,,,
MSARGT$,1973-12-28,,,,
MSARGT$,1973-12-31,,,,
MSARGT$,1974-01-01,,,,
MSARGT$,1974-01-02,,,,
MSARGT$,1974-01-03,,,,
MSARGT$,1974-01-04,,,,
MSARGT$,1974-01-07,,,,
MSARGT$,1974-01-08,,,,
MSARGT$,1974-01-09,,,,
MSARGT$,1974-01-10,,,,
MSARGT$,1974-01-11,,,,
MSARGT$,1974-01-14,,,,
MSARGT$,1974-01-15,,,,
MSARGT$,1974-01-16,,,,
MSARGT$,1974-01-17,,,,
MSARGT$,1974-01-18,,,,
MSARGT$,1974-01-21,,,,
MSARGT$,1974-01-22,,,,
MSARGT$,1974-01-23,,,,
MSARGT$,1974-01-24,,,,
MSARGT$,1974-01-25,,,,
MSARGT$,1974-01-28,,,,
MSARGT$,1974-01-29,,,,
MSARGT$,1974-01-30,,,,
MSARGT$,1974-01-31,,,,
MSARGT$,1974-02-01,,,,
MSARGT$,1974-02-04,,,,
MSARGT$,1974-02-05,,,,
MSARGT$,1974-02-06,,,,
MSARGT$,1974-02-07,,,,
MSARGT$,1974-02-08,,,,
MSARGT$,1974-02-11,,,,
MSARGT$,1974-02-12,,,,
MSARGT$,1974-02-13,,,,
MSARGT$,1974-02-14,,,,
MSARGT$,1974-02-15,,,,
MSARGT$,1974-02-18,,,,
MSARGT$,1974-02-19,,,,
MSARGT$,1974-02-20,,,,
MSARGT$,1974-02-21,,,,
MSARGT$,1974-02-22,,,,
MSARGT$,1974-02-25,,,,
MSARGT$,1974-02-26,,,,
MSARGT$,1974-02-27,,,,
MSARGT$,1974-02-28,,,,
MSARGT$,1974-03-01,,,,
MSARGT$,1974-03-04,,,,
MSARGT$,1974-03-05,,,,
MSARGT$,1974-03-06,,,,
MSARGT$,1974-03-07,,,,
MSARGT$,1974-03-08,,,,
MSARGT$,1974-03-11,,,,
MSARGT$,1974-03-12,,,,
MSARGT$,1974-03-13,,,,
MSARGT$,1974-03-14,,,,
MSARGT$,1974-03-15,,,,
MSARGT$,1974-03-18,,,,
MSARGT$,1974-03-19,,,,
MSARGT$,1974-03-20,,,,
MSARGT$,1974-03-21,,,,
MSARGT$,1974-03-22,,,,
MSARGT$,1974-03-25,,,,
MSARGT$,1974-03-26,,,,
MSARGT$,1974-03-27,,,,
MSARGT$,1974-03-28,,,,
MSARGT$,1974-03-29,,,,
MSARGT$,1974-04-01,,,,
MSARGT$,1974-04-02,,,,
MSARGT$,1974-04-03,,,,
MSARGT$,1974-04-04,,,,
MSARGT$,1974-04-05,,,,
MSARGT$,1974-04-08,,,,
MSARGT$,1974-04-09,,,,
MSARGT$,1974-04-10,,,,
MSARGT$,1974-04-11,,,,
MSARGT$,1974-04-12,,,,
MSARGT$,1974-04-15,,,,
MSARGT$,1974-04-16,,,,
MSARGT$,1974-04-17,,,,
MSARGT$,1974-04-18,,,,
MSARGT$,1974-04-19,,,,
MSARGT$,1974-04-22,,,,
MSARGT$,1974-04-23,,,,
MSARGT$,1974-04-24,,,,
MSARGT$,1974-04-25,,,,
MSARGT$,1974-04-26,,,,
MSARGT$,1974-04-29,,,,
MSARGT$,1974-04-30,,,,
MSARGT$,1974-05-01,,,,
MSARGT$,1974-05-02,,,,
MSARGT$,1974-05-03,,,,
MSARGT$,1974-05-06,,,,
MSARGT$,1974-05-07,,,,
MSARGT$,1974-05-08,,,,
MSARGT$,1974-05-09,,,,
MSARGT$,1974-05-10,,,,
MSARGT$,1974-05-13,,,,
MSARGT$,1974-05-14,,,,
MSARGT$,1974-05-15,,,,
MSARGT$,1974-05-16,,,,
MSARGT$,1974-05-17,,,,
MSARGT$,1974-05-20,,,,
MSARGT$,1974-05-21,,,,
MSARGT$,1974-05-22,,,,
MSARGT$,1974-05-23,,,,
MSARGT$,1974-05-24,,,,
MSARGT$,1974-05-27,,,,
MSARGT$,1974-05-28,,,,
MSARGT$,1974-05-29,,,,
MSARGT$,1974-05-30,,,,
MSARGT$,1974-05-31,,,,
MSARGT$,1974-06-03,,,,
MSARGT$,1974-06-04,,,,
MSARGT$,1974-06-05,,,,
MSARGT$,1974-06-06,,,,
MSARGT$,1974-06-07,,,,
MSARGT$,1974-06-10,,,,
MSARGT$,1974-06-11,,,,
MSARGT$,1974-06-12,,,,
MSARGT$,1974-06-13,,,,
MSARGT$,1974-06-14,,,,
MSARGT$,1974-06-17,,,,
MSARGT$,1974-06-18,,,,
MSARGT$,1974-06-19,,,,
MSARGT$,1974-06-20,,,,
MSARGT$,1974-06-21,,,,
MSARGT$,1974-06-24,,,,
MSARGT$,1974-06-25,,,,
MSARGT$,1974-06-26,,,,
MSARGT$,1974-06-27,,,,
MSARGT$,1974-06-28,,,,
MSARGT$,1974-07-01,,,,
MSARGT$,1974-07-02,,,,
MSARGT$,1974-07-03,,,,
MSARGT$,1974-07-04,,,,
MSARGT$,1974-07-05,,,,
MSARGT$,1974-07-08,,,,
MSARGT$,1974-07-09,,,,
MSARGT$,1974-07-10,,,,
MSARGT$,1974-07-11,,,,
MSARGT$,1974-07-12,,,,
MSARGT$,1974-07-15,,,,
MSARGT$,1974-07-16,,,,
MSARGT$,1974-07-17,,,,
MSARGT$,1974-07-18,,,,
MSARGT$,1974-07-19,,,,
MSARGT$,1974-07-22,,,,
MSARGT$,1974-07-23,,,,
MSARGT$,1974-07-24,,,,
MSARGT$,1974-07-25,,,,
MSARGT$,1974-07-26,,,,
MSARGT$,1974-07-29,,,,
MSARGT$,1974-07-30,,,,
MSARGT$,1974-07-31,,,,
MSARGT$,1974-08-01,,,,
MSARGT$,1974-08-02,,,,
MSARGT$,1974-08-05,,,,
MSARGT$,1974-08-06,,,,
MSARGT$,1974-08-07,,,,
MSARGT$,1974-08-08,,,,
MSARGT$,1974-08-09,,,,
MSARGT$,1974-08-12,,,,
MSARGT$,1974-08-13,,,,
MSARGT$,1974-08-14,,,,
MSARGT$,1974-08-15,,,,
MSARGT$,1974-08-16,,,,
MSARGT$,1974-08-19,,,,
MSARGT$,1974-08-20,,,,
MSARGT$,1974-08-21,,,,
MSARGT$,1974-08-22,,,,
MSARGT$,1974-08-23,,,,
MSARGT$,1974-08-26,,,,
MSARGT$,1974-08-27,,,,
MSARGT$,1974-08-28,,,,
MSARGT$,1974-08-29,,,,
MSARGT$,1974-08-30,,,,
MSARGT$,1974-09-02,,,,
MSARGT$,1974-09-03,,,,
MSARGT$,1974-09-04,,,,
MSARGT$,1974-09-05,,,,
MSARGT$,1974-09-06,,,,
MSARGT$,1974-09-09,,,,
MSARGT$,1974-09-10,,,,
MSARGT$,1974-09-11,,,,
MSARGT$,1974-09-12,,,,
MSARGT$,1974-09-13,,,,
MSARGT$,1974-09-16,,,,
MSARGT$,1974-09-17,,,,
MSARGT$,1974-09-18,,,,
MSARGT$,1974-09-19,,,,
MSARGT$,1974-09-20,,,,
MSARGT$,1974-09-23,,,,
MSARGT$,1974-09-24,,,,
MSARGT$,1974-09-25,,,,
MSARGT$,1974-09-26,,,,
MSARGT$,1974-09-27,,,,
MSARGT$,1974-09-30,,,,
MSARGT$,1974-10-01,,,,
MSARGT$,1974-10-02,,,,
MSARGT$,1974-10-03,,,,
MSARGT$,1974-10-04,,,,
MSARGT$,1974-10-07,,,,
MSARGT$,1974-10-08,,,,
MSARGT$,1974-10-09,,,,
MSARGT$,1974-10-10,,,,
MSARGT$,1974-10-11,,,,
MSARGT$,1974-10-14,,,,
MSARGT$,1974-10-15,,,,
MSARGT$,1974-10-16,,,,
MSARGT$,1974-10-17,,,,
MSARGT$,1974-10-18,,,,
MSARGT$,1974-10-21,,,,
MSARGT$,1974-10-22,,,,
MSARGT$,1974-10-23,,,,
MSARGT$,1974-10-24,,,,
MSARGT$,1974-10-25,,,,
MSARGT$,1974-10-28,,,,
MSARGT$,1974-10-29,,,,
MSARGT$,1974-10-30,,,,
MSARGT$,1974-10-31,,,,
MSARGT$,1974-11-01,,,,
MSARGT$,1974-11-04,,,,
MSARGT$,1974-11-05,,,,
MSARGT$,1974-11-06,,,,
MSARGT$,1974-11-07,,,,
MSARGT$,1974-11-08,,,,
MSARGT$,1974-11-11,,,,
MSARGT$,1974-11-12,,,,
MSARGT$,1974-11-13,,,,
MSARGT$,1974-11-14,,,,
MSARGT$,1974-11-15,,,,
MSARGT$,1974-11-18,,,,
MSARGT$,1974-11-19,,,,
MSARGT$,1974-11-20,,,,
MSARGT$,1974-11-21,,,,
MSARGT$,1974-11-22,,,,
MSARGT$,1974-11-25,,,,
MSARGT$,1974-11-26,,,,
MSARGT$,1974-11-27,,,,
MSARGT$,1974-11-28,,,,
MSARGT$,1974-11-29,,,,
MSARGT$,1974-12-02,,,,
MSARGT$,1974-12-03,,,,
MSARGT$,1974-12-04,,,,
MSARGT$,1974-12-05,,,,
MSARGT$,1974-12-06,,,,
MSARGT$,1974-12-09,,,,
MSARGT$,1974-12-10,,,,
MSARGT$,1974-12-11,,,,
MSARGT$,1974-12-12,,,,
MSARGT$,1974-12-13,,,,
MSARGT$,1974-12-16,,,,
MSARGT$,1974-12-17,,,,
MSARGT$,1974-12-18,,,,
MSARGT$,1974-12-19,,,,
MSARGT$,1974-12-20,,,,
MSARGT$,1974-12-23,,,,
MSARGT$,1974-12-24,,,,
MSARGT$,1974-12-25,,,,
MSARGT$,1974-12-26,,,,
MSARGT$,1974-12-27,,,,
MSARGT$,1974-12-30,,,,
MSARGT$,1974-12-31,,,,
MSARGT$,1975-01-01,,,,
MSARGT$,1975-01-02,,,,
MSARGT$,1975-01-03,,,,
MSARGT$,1975-01-06,,,,
MSARGT$,1975-01-07,,,,
MSARGT$,1975-01-08,,,,
MSARGT$,1975-01-09,,,,
MSARGT$,1975-01-10,,,,
MSARGT$,1975-01-13,,,,
MSARGT$,1975-01-14,,,,
MSARGT$,1975-01-15,,,,
MSARGT$,1975-01-16,,,,
MSARGT$,1975-01-17,,,,
MSARGT$,1975-01-20,,,,
MSARGT$,1975-01-21,,,,
MSARGT$,1975-01-22,,,,
MSARGT$,1975-01-23,,,,
MSARGT$,1975-01-24,,,,
MSARGT$,1975-01-27,,,,
MSARGT$,1975-01-28,,,,
MSARGT$,1975-01-29,,,,
MSARGT$,1975-01-30,,,,
MSARGT$,1975-01-31,,,,
MSARGT$,1975-02-03,,,,
MSARGT$,1975-02-04,,,,
MSARGT$,1975-02-05,,,,
MSARGT$,1975-02-06,,,,
MSARGT$,1975-02-07,,,,
MSARGT$,1975-02-10,,,,
MSARGT$,1975-02-11,,,,
MSARGT$,1975-02-12,,,,
MSARGT$,1975-02-13,,,,
MSARGT$,1975-02-14,,,,
MSARGT$,1975-02-17,,,,
MSARGT$,1975-02-18,,,,
MSARGT$,1975-02-19,,,,
MSARGT$,1975-02-20,,,,
MSARGT$,1975-02-21,,,,
MSARGT$,1975-02-24,,,,
MSARGT$,1975-02-25,,,,
MSARGT$,1975-02-26,,,,
MSARGT$,1975-02-27,,,,
MSARGT$,1975-02-28,,,,
MSARGT$,1975-03-03,,,,
MSARGT$,1975-03-04,,,,
MSARGT$,1975-03-05,,,,
MSARGT$,1975-03-06,,,,
MSARGT$,1975-03-07,,,,
MSARGT$,1975-03-10,,,,
MSARGT$,1975-03-11,,,,
MSARGT$,1975-03-12,,,,
MSARGT$,1975-03-13,,,,
MSARGT$,1975-03-14,,,,
MSARGT$,1975-03-17,,,,
MSARGT$,1975-03-18,,,,
MSARGT$,1975-03-19,,,,
MSARGT$,1975-03-20,,,,
MSARGT$,1975-03-21,,,,
MSARGT$,1975-03-24,,,,
MSARGT$,1975-03-25,,,,
MSARGT$,1975-03-26,,,,
MSARGT$,1975-03-27,,,,
MSARGT$,1975-03-28,,,,
MSARGT$,1975-03-31,,,,
MSARGT$,1975-04-01,,,,
MSARGT$,1975-04-02,,,,
MSARGT$,1975-04-03,,,,
MSARGT$,1975-04-04,,,,
MSARGT$,1975-04-07,,,,
MSARGT$,1975-04-08,,,,
MSARGT$,1975-04-09,,,,
MSARGT$,1975-04-10,,,,
MSARGT$,1975-04-11,,,,
MSARGT$,1975-04-14,,,,
MSARGT$,1975-04-15,,,,
MSARGT$,1975-04-16,,,,
MSARGT$,1975-04-17,,,,
MSARGT$,1975-04-18,,,,
MSARGT$,1975-04-21,,,,
MSARGT$,1975-04-22,,,,
MSARGT$,1975-04-23,,,,
MSARGT$,1975-04-24,,,,
MSARGT$,1975-04-25,,,,
MSARGT$,1975-04-28,,,,
MSARGT$,1975-04-29,,,,
MSARGT$,1975-04-30,,,,
MSARGT$,1975-05-01,,,,
MSARGT$,1975-05-02,,,,
MSARGT$,1975-05-05,,,,
MSARGT$,1975-05-06,,,,
MSARGT$,1975-05-07,,,,
MSARGT$,1975-05-08,,,,
MSARGT$,1975-05-09,,,,
MSARGT$,1975-05-12,,,,
MSARGT$,1975-05-13,,,,
MSARGT$,1975-05-14,,,,
MSARGT$,1975-05-15,,,,
MSARGT$,1975-05-16,,,,
MSARGT$,1975-05-19,,,,
MSARGT$,1975-05-20,,,,
MSARGT$,1975-05-21,,,,
MSARGT$,1975-05-22,,,,
MSARGT$,1975-05-23,,,,
MSARGT$,1975-05-26,,,,
MSARGT$,1975-05-27,,,,
MSARGT$,1975-05-28,,,,
MSARGT$,1975-05-29,,,,
MSARGT$,1975-05-30,,,,
MSARGT$,1975-06-02,,,,
MSARGT$,1975-06-03,,,,
MSARGT$,1975-06-04,,,,
MSARGT$,1975-06-05,,,,
MSARGT$,1975-06-06,,,,
MSARGT$,1975-06-09,,,,
MSARGT$,1975-06-10,,,,
MSARGT$,1975-06-11,,,,
MSARGT$,1975-06-12,,,,
MSARGT$,1975-06-13,,,,
MSARGT$,1975-06-16,,,,
MSARGT$,1975-06-17,,,,
MSARGT$,1975-06-18,,,,
MSARGT$,1975-06-19,,,,
MSARGT$,1975-06-20,,,,
MSARGT$,1975-06-23,,,,
MSARGT$,1975-06-24,,,,
MSARGT$,1975-06-25,,,,
MSARGT$,1975-06-26,,,,
MSARGT$,1975-06-27,,,,
MSARGT$,1975-06-30,,,,
MSARGT$,1975-07-01,,,,
MSARGT$,1975-07-02,,,,
MSARGT$,1975-07-03,,,,
MSARGT$,1975-07-04,,,,
MSARGT$,1975-07-07,,,,
MSARGT$,1975-07-08,,,,
MSARGT$,1975-07-09,,,,
MSARGT$,1975-07-10,,,,
MSARGT$,1975-07-11,,,,
MSARGT$,1975-07-14,,,,
MSARGT$,1975-07-15,,,,
MSARGT$,1975-07-16,,,,
MSARGT$,1975-07-17,,,,
MSARGT$,1975-07-18,,,,
MSARGT$,1975-07-21,,,,
MSARGT$,1975-07-22,,,,
MSARGT$,1975-07-23,,,,
MSARGT$,1975-07-24,,,,
MSARGT$,1975-07-25,,,,
MSARGT$,1975-07-28,,,,
MSARGT$,1975-07-29,,,,
MSARGT$,1975-07-30,,,,
MSARGT$,1975-07-31,,,,
MSARGT$,1975-08-01,,,,
MSARGT$,1975-08-04,,,,
MSARGT$,1975-08-05,,,,
MSARGT$,1975-08-06,,,,
MSARGT$,1975-08-07,,,,
MSARGT$,1975-08-08,,,,
MSARGT$,1975-08-11,,,,
MSARGT$,1975-08-12,,,,
MSARGT$,1975-08-13,,,,
MSARGT$,1975-08-14,,,,
MSARGT$,1975-08-15,,,,
MSARGT$,1975-08-18,,,,
MSARGT$,1975-08-19,,,,
MSARGT$,1975-08-20,,,,
MSARGT$,1975-08-21,,,,
MSARGT$,1975-08-22,,,,
MSARGT$,1975-08-25,,,,
MSARGT$,1975-08-26,,,,
MSARGT$,1975-08-27,,,,
MSARGT$,1975-08-28,,,,
MSARGT$,1975-08-29,,,,
MSARGT$,1975-09-01,,,,
MSARGT$,1975-09-02,,,,
MSARGT$,1975-09-03,,,,
MSARGT$,1975-09-04,,,,
MSARGT$,1975-09-05,,,,
MSARGT$,1975-09-08,,,,
MSARGT$,1975-09-09,,,,
MSARGT$,1975-09-10,,,,
MSARGT$,1975-09-11,,,,
MSARGT$,1975-09-12,,,,
MSARGT$,1975-09-15,,,,
MSARGT$,1975-09-16,,,,
MSARGT$,1975-09-17,,,,
MSARGT$,1975-09-18,,,,
MSARGT$,1975-09-19,,,,
MSARGT$,1975-09-22,,,,
MSARGT$,1975-09-23,,,,
MSARGT$,1975-09-24,,,,
MSARGT$,1975-09-25,,,,
MSARGT$,1975-09-26,,,,
MSARGT$,1975-09-29,,,,
MSARGT$,1975-09-30,,,,
MSARGT$,1975-10-01,,,,
MSARGT$,1975-10-02,,,,
MSARGT$,1975-10-03,,,,
MSARGT$,1975-10-06,,,,
MSARGT$,1975-10-07,,,,
MSARGT$,1975-10-08,,,,
MSARGT$,1975-10-09,,,,
MSARGT$,1975-10-10,,,,
MSARGT$,1975-10-13,,,,
MSARGT$,1975-10-14,,,,
MSARGT$,1975-10-15,,,,
MSARGT$,1975-10-16,,,,
MSARGT$,1975-10-17,,,,
MSARGT$,1975-10-20,,,,
MSARGT$,1975-10-21,,,,
MSARGT$,1975-10-22,,,,
MSARGT$,1975-10-23,,,,
MSARGT$,1975-10-24,,,,
MSARGT$,1975-10-27,,,,
MSARGT$,1975-10-28,,,,
MSARGT$,1975-10-29,,,,
MSARGT$,1975-10-30,,,,
MSARGT$,1975-10-31,,,,
MSARGT$,1975-11-03,,,,
MSARGT$,1975-11-04,,,,
MSARGT$,1975-11-05,,,,
MSARGT$,1975-11-06,,,,
MSARGT$,1975-11-07,,,,
MSARGT$,1975-11-10,,,,
MSARGT$,1975-11-11,,,,
MSARGT$,1975-11-12,,,,
MSARGT$,1975-11-13,,,,
MSARGT$,1975-11-14,,,,
MSARGT$,1975-11-17,,,,
MSARGT$,1975-11-18,,,,
MSARGT$,1975-11-19,,,,
MSARGT$,1975-11-20,,,,
MSARGT$,1975-11-21,,,,
MSARGT$,1975-11-24,,,,
MSARGT$,1975-11-25,,,,
MSARGT$,1975-11-26,,,,
MSARGT$,1975-11-27,,,,
MSARGT$,1975-11-28,,,,
MSARGT$,1975-12-01,,,,
MSARGT$,1975-12-02,,,,
MSARGT$,1975-12-03,,,,
MSARGT$,1975-12-04,,,,
MSARGT$,1975-12-05,,,,
MSARGT$,1975-12-08,,,,
MSARGT$,1975-12-09,,,,
MSARGT$,1975-12-10,,,,
MSARGT$,1975-12-11,,,,
MSARGT$,1975-12-12,,,,
MSARGT$,1975-12-15,,,,
